Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник двухкамерный CENTEK CT-1723 сталь	0.10522231432653133	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1723 бежевый	0.10735639076526923	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1722 белый	0.0924531296848269	No Frost	0.3333333333333333	0.2	0.0	0.5790172642762283	0.8640625000000001	0.6921080570956707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1722 сталь	0.09513395297977037	No Frost	0.3333333333333333	0.2	0.0	0.5790172642762283	0.8640625000000001	0.6921080570956707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1722 бежевый	0.10218875112435845	No Frost	0.3333333333333333	0.2	0.0	0.5790172642762283	0.8640625000000001	0.6921080570956707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1730 инверторный сталь	0.12793876435210497	No Frost	0.3333333333333333	0.2	1.0	0.5949535192563081	0.8359375	0.7322165860563878	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1744 Side by Side, инверторный белый	0.16621104428649536	No Frost	0.6666666666666666	0.6	1.0	0.703851261620186	0.8072916666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1744 Side by Side, инверторный красный	0.14513483482953843	No Frost	0.6666666666666666	0.6	1.0	0.50199203187251	0.8072916666666666	0.8395658841571311	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1744 Side by Side, инверторный серый	0.15248946189527152	No Frost	0.6666666666666666	0.6	1.0	0.50199203187251	0.8072916666666666	0.8395658841571311	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1744 Side by Side, инверторный черный	0.16621104428649536	No Frost	0.6666666666666666	0.6	1.0	0.50199203187251	0.8072916666666666	0.8395658841571311	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1744 Side by Side, инверторный бежевый	0.16621104428649536	No Frost	0.6666666666666666	0.6	1.0	0.50199203187251	0.8072916666666666	0.8395658841571311	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1745 Side by Side, инверторный белый	0.16785128485511208	No Frost	0.6666666666666666	0.6	1.0	0.798140770252324	0.78125	0.735755573905863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1745 Side by Side, инверторный красный	0.16042610980793312	No Frost	0.6666666666666666	0.6	1.0	0.653386454183267	0.834375	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1745 Side by Side, инверторный серый	0.16042610980793312	No Frost	0.6666666666666666	0.6	1.0	0.653386454183267	0.834375	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1745 Side by Side, инверторный черный	0.18511790331399142	No Frost	0.6666666666666666	0.6	1.0	0.653386454183267	0.834375	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1745 Side by Side, инверторный бежевый	0.18511790331399142	No Frost	0.6666666666666666	0.6	1.0	0.653386454183267	0.834375	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1743 Side by Side, инверторный серый	0.1709730330340923	No Frost	0.6666666666666666	0.6	1.0	0.798140770252324	0.78125	0.735755573905863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1743 Side by Side, инверторный белый	0.1972697931180444	No Frost	0.6666666666666666	0.6	1.0	0.798140770252324	0.78125	0.735755573905863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1742 Side by Side, инверторный серый	0.1694915254237288	No Frost	0.6666666666666666	0.6	1.0	0.703851261620186	0.8072916666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1742 Side by Side, инверторный белый	0.1694915254237288	No Frost	0.6666666666666666	0.6	1.0	0.703851261620186	0.8072916666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Samsung RB37P5491EL инверторный бежевый	0.12534612603396886	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.9036458333333334	0.6803114309307539	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF83RBG DeFrost, бежевый	0.03970087655866947	ручное	0.0	0.0	0.0	0.2948207171314741	0.2895833333333333	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr RBa30 425i белый	0.26294996384415953	капельное	0.0	0.0	0.0	0.4581673306772909	0.5104166666666666	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr RBa 4250 инверторный белый	0.2476234148750419	капельное	0.0	0.0	1.0	0.4581673306772909	0.5104166666666666	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr Pure Rd 4600 инверторный белый	0.14023175011904973	автоматическое	0.0	0.0	1.0	0.4581673306772909	0.6145833333333334	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CUe 2831 белый	0.09919046191290852	капельное	0.3333333333333333	0.2	0.0	0.3957503320053121	0.6963541666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CUe 2331 белый	0.09342316442970776	капельное	0.3333333333333333	0.2	0.0	0.3957503320053121	0.5713541666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr SRsfd 5220 инверторный серебристый	0.19898058166810703	капельное	0.0	0.0	1.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr SRbdd 5220 черный	0.2278876170655567	капельное	0.0	0.0	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Liebherr RBsfc 5220 серебристый	0.23839926630099295	капельное	0.0	0.0	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CUefe 3331 Smart Frost, нержавеющая сталь	0.13740983086121447	капельное	0.3333333333333333	0.2	0.0	0.3957503320053121	0.8005208333333332	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNd 5253 белый	0.24210303532690172	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsfc 573i инверторный серебристый	0.19793999894178027	капельное	0.3333333333333333	0.2	1.0	0.4581673306772909	0.90625	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsdb 5223 нержавеющая сталь	0.21912203037090602	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNbed 5703 бежевый	0.1631069331028766	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.90625	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNbed 5203 бежевый	0.1299846558140355	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr Plus CNbdb 5223 черный	0.20943931991745887	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CBNbda 5223 черный	0.2752076756203813	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 167 E бежевый	0.05800807774387556	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGD86AW31U белый	0.32279228910562796	No Frost	0.3333333333333333	0.2	0.0	0.8074369189907038	0.8255208333333334	0.8725964374188983	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGD86AI31U нержавеющая сталь	0.3122100918887458	No Frost	0.3333333333333333	0.2	0.0	0.8074369189907038	0.8255208333333334	0.8725964374188983	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF50RR красный	0.027654808726785305	ручное	0.0	0.0	0.0	0.28950863213811423	0.11510416666666667	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF50RBG бежевый	0.027566623749977953	ручное	0.0	0.0	0.0	0.28950863213811423	0.11510416666666667	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF50RB черный	0.026085116139614454	ручное	0.0	0.0	0.0	0.28950863213811423	0.11510416666666667	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный EVELUX FS 2291 DX нержавеющая сталь	0.12167763099878305	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8723958333333334	0.6779521056977704	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный EVELUX FS 2291 DW белый	0.118150231926489	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8723958333333334	0.6779521056977704	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный EVELUX FS 2281 X нержавеющая сталь	0.10933173424575389	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6036333608587945	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный EVELUX FS 2281 W белый	0.10404063563731283	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6036333608587945	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный EVELUX FS 2201 DXN черная сталь	0.11462283285419496	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8229166666666666	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WSbli 5031 вместимость: 196 бутылок, Frost Free, черный	0.3646448790983968	капельное	0.0	0.0	0.0	0.4581673306772909	0.7338541666666667	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WPbli 5231 вместимость: 229 бутылок, черный	0.41951357166793063	ручное	0.0	0.0	0.0	0.4581673306772909	0.8380208333333333	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CBNsfc 5223 серебристый	0.21032116968553238	No Frost	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CBNc 5723 белый	0.18756944566923578	No Frost	0.3333333333333333	0.2	0.0	0.4581673306772909	0.90625	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CBNc 5223 белый	0.17227817069084111	No Frost	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 200 E Total No Frost, бежевый	0.06347554630593132	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 200 DG Total No Frost, серебристый	0.06806116509991358	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 200 G Total No Frost, серебристый	0.06347554630593132	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK332HX антрацит	0.07670329282703399	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK332HXBR черный сапфир	0.07670329282703399	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK332HG No Frost, серый	0.07493959329088697	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK362HG серебристый	0.07670329282703399	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK312HG серый	0.07405774352281345	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK312HW No Frost, белый	0.07053034445051941	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCNK332G серый	0.07493959329088697	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCNK332W белый	0.07141219421859292	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCNK312G Frost Free, серый	0.0696484946824459	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCNK312W белый	0.06612109561015185	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK332G MinFrost, серый	0.0625936965378578	ручное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK332W MinFrost, белый	0.06082999700171079	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK312G MinFrost, серый	0.059066297465563765	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK312W белый	0.05730259792941674	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit TIA 16 G серый/черный	0.04760225048060812	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный SMEG Classica CVI129G вместимость: 29 бутылок, темно-серый	0.6135734316301875	ручное	0.0	0.0	0.0	0.45683930942895096	0.1546875	0.5847587589949275	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный SMEG Dolce Stil Novo CVI621NR3 вместимость: 21 бутылок, черный	0.4817545282985591	ручное	0.0	0.0	0.0	0.45683930942895096	0.09453125	0.5708387401203256	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hisense RB434N4BW2 Total No Frost, белый	0.09347431171625602	No Frost	0.3333333333333333	0.2	0.0	0.451527224435591	0.8984375	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
